App,ID,Author,Date,Rating,Helpful Count,Review,,
Instagram,265,Anthony Lim,26-Sep-20,2,99," I use a Samsung galaxy S10 and Instagram for Android just falls behind compared to the iOS. These are some bugs I've personally experienced: - there is no longer a photo grid available when I want to adjust my photo(s). - I can't save any drafts as they always end up corrupt. - sometimes if I post a...Full ReviewI use a Samsung galaxy S10 and Instagram for Android just falls behind compared to the iOS. These are some bugs I've personally experienced: - there is no longer a photo grid available when I want to adjust my photo(s). - I can't save any drafts as they always end up corrupt. - sometimes if I post a long description or have multiple tags in the photo, the photo will fail to upload and I have to re-edit everything again. - if someone sends me a pic in my DM I can't open it right away.",,
Instagram,266,Rashiim Lalotra,29-Sep-20,2,25," Okay so i just hate this new algorithm. I mean its good but not beneficial for some people, some people have pages regarding to their career and now they are not able to reach others. Secondly i don't know why i am trying to post recently and it shows processeing, hangs up and takes me to the home p...Full ReviewOkay so i just hate this new algorithm. I mean its good but not beneficial for some people, some people have pages regarding to their career and now they are not able to reach others. Secondly i don't know why i am trying to post recently and it shows processeing, hangs up and takes me to the home page. Like really how am i be able to post like that. Please set this problem up,this is just so annoying. this algorithm has caused so much problems. but rest instagram is one of the best apps i♡it",,
Instagram,267,Bhone Sint Hein,2-Oct-20,3,5," Sounds Gooddd.. But, the int'l celebrities..... Like Thailand, Brazil .. i can't read their caption bcz of instagram doesn't have any translation.I can't save any photo to my device,too. Then, chat box, when i select a video to send someone, i can't Edit dat.They show me a noti bar, this video is to...Full ReviewSounds Gooddd.. But, the int'l celebrities..... Like Thailand, Brazil .. i can't read their caption bcz of instagram doesn't have any translation.I can't save any photo to my device,too. Then, chat box, when i select a video to send someone, i can't Edit dat.They show me a noti bar, this video is too long to send blah blah.... If it's too long, it should have to cut off settin' .Instagram should contain dat things. FaceBook does.. Go Ahead Zuck!!",,
Instagram,268,Sybrea Gregory,2-Oct-20,1,40," I love this app and use it a lot but there is a problem. I see other saying that their account has been deleted/disabled or that they can't refresh anything. My problem is that everytime I go to do something an ""instagram has stopped working"" screen comes up. If you see this, please fix this.",,
Instagram,269,Alina Rudison,1-Oct-20,3,10, I've never had any real problems with IG until now. I wasn't able to like posts on and off for like a week because they said we restrict certain activity to protect our users. All I did was like some posts fam it's not that serious. And now they want me to verify my phone number which I don't have a...Full ReviewI've never had any real problems with IG until now. I wasn't able to like posts on and off for like a week because they said we restrict certain activity to protect our users. All I did was like some posts fam it's not that serious. And now they want me to verify my phone number which I don't have a problem with but I never got the code I was supposed to get. It's been over 24 hrs and I still can't access anything. I'm just going to uninstall the app because they doing too much. FIX IT!!!,,
Instagram,270,Miguel Hernandez,30-Sep-20,2,29," The algorithm makes it difficult for my posts to reach audiences. It needs to focus on helping artists spread their reach. Also, my feed gets replaced with the explore other feeds", it's ridiculous as there is already a page to explore other feeds. I don't need it on my main feed.,
Instagram,271,fairy,2-Oct-20,2,11," Dear developer of Instagram, why is my Instagram error all this time, my Instagram error has been more than a month. When I make a story and add words to my story, why does ""error"" always appear. I'm already pissed off. please fix it right now, even though my wifi is fast on the signal. thanks.",,
Instagram,272,Enes Kucukzoroglu,2-Oct-20,1,1," Whenever I open the app it tells me that I have accepted the data policy. Yes I did. But it keeps showing that. I open a chat. There it is. I click ""ok"". And it disappears and appears again within a second. I can't use the app.",,
Instagram,273,Sneha J Nair,3-Oct-20,2,9," I used to enjoy using this app alot but since the update came or idk what reason is, instagram has been blocking me for the reasons or things that i haven't done and nobody is working on it if i report this problem. It is becoming frustrating everytime! I've reported my problem multiple times but no...Full ReviewI used to enjoy using this app alot but since the update came or idk what reason is, instagram has been blocking me for the reasons or things that i haven't done and nobody is working on it if i report this problem. It is becoming frustrating everytime! I've reported my problem multiple times but nothing has ever happened!",,
Instagram,274,Sakshi Thakur,3-Oct-20,3,0, It's a nice app to spend time on But I'm having problem with uploading stories on my account everytime I want to upload a story it comes error I've tried everything checked my connection it was well still error and reboot still error this problem needs to be fixed Can't upload stories and it's frust...Full ReviewIt's a nice app to spend time on But I'm having problem with uploading stories on my account everytime I want to upload a story it comes error I've tried everything checked my connection it was well still error and reboot still error this problem needs to be fixed Can't upload stories and it's frustrating.,,
Instagram,275,Themonkeyinyourcloset 86,30-Sep-20,3,30," The app is good but the dark mode is too complicated, sometimes it turns white at the bottom and I don't if it's a glitch but it is annoying and the reply list please can it start from the beginning and not the end it's really annoying to have to keep tapping on a comment with up to 200 replies",,
Instagram,276,Galaxy Mittal,1-Oct-20,4,76," Instagram is best social media app for mee but till now i have faced only one problem, most of the time when i post story their comes a error and story would not get posted, sometimes if by mistake net goes off and we are posting something then after even turning it on it do not get posted neither o...Full ReviewInstagram is best social media app for mee but till now i have faced only one problem, most of the time when i post story their comes a error and story would not get posted, sometimes if by mistake net goes off and we are posting something then after even turning it on it do not get posted neither other pic we can post nor we can switch id, always then i have to delete and re install it, instagram should set this problem",,
Instagram,277,Liset Hernandez,4-Oct-20,1,13, I strongly dislike the algorithm. I want to see all posts from the people I follow and I want to see them in chronological order. The new update is also very annoying. I want to see older posts again without having to see that huge checkmark and clicking a button. Why would I want to see suggested p...Full ReviewI strongly dislike the algorithm. I want to see all posts from the people I follow and I want to see them in chronological order. The new update is also very annoying. I want to see older posts again without having to see that huge checkmark and clicking a button. Why would I want to see suggested posts. That's what the explore page is for. I follow people because I want to see THEIR posts. Upsetting to see what the app is becoming. I use it less and less with each update.,,
Instagram,278,Swastik Jadhav,4-Oct-20,1,0," Useless app 😑 I opened Instagram for 1st time and I saw message from Instagra""Confirm it's You to Login We noticed unusual activity from your account so we've logged you out. Follow the next steps within 30 days so we can try to get you back into your account before it's disabled.""",,
Instagram,279,Aadhitya Iyer,29-Sep-20,2,22," Used to be a good app but now due to the overload of the server, the app became utterly useless. Messages take forever to send and one good feature that insta got of replying to single texts was removed. A dedicated Reels button was also a useless move. (P.s the two stars are for the Instagram that ...Full ReviewUsed to be a good app but now due to the overload of the server, the app became utterly useless. Messages take forever to send and one good feature that insta got of replying to single texts was removed. A dedicated Reels button was also a useless move. (P.s the two stars are for the Instagram that used to exist before).",,
Instagram,280,Alexander Ibarra,29-Sep-20,1,17, I've updated your app plenty of times," at least over 20, and nothing has changed. Please fix this asap as I want to be able to react to images, change my theme and reply to messages in the new way. Until I have access to those things, I will leave a poor rating.",
Instagram,281,Flamingo Mike,16-Sep-20,5,224," I find it is very enjoyable more enjoyable for me personally than Facebook they don't seem to be my crowds at Facebook however I am able to continue doing what I do with Instagram & I really enjoy it thank you to the folks at Instagram for having such a wonderful well put together app. Just a quick ...Full ReviewI find it is very enjoyable more enjoyable for me personally than Facebook they don't seem to be my crowds at Facebook however I am able to continue doing what I do with Instagram & I really enjoy it thank you to the folks at Instagram for having such a wonderful well put together app. Just a quick note about the camera and the different types of fun stuff you can do it would be cool if the main options were brand new, even though they have other stuff. Thank you Instagram it's just so much fun.",,
Instagram,282,A Google user,27-Sep-20,1,1023, Videos that are being sent to me by my friends cant even be opened because it gets stuck on loading and then just never wants to open! Before I used to be able to open the videos instantly and now it takes forever! I have no idea what happened but I would really love a fix on this issue. My connecti...Full ReviewVideos that are being sent to me by my friends cant even be opened because it gets stuck on loading and then just never wants to open! Before I used to be able to open the videos instantly and now it takes forever! I have no idea what happened but I would really love a fix on this issue. My connection is not the problem either because I am running on more than 40 mbps.,,
Instagram,283,Arisha Hasan,12-Sep-20,1,49," I don't know what happened but instead of the Search option, there is only reels!!! The search button has been moved up!! And what the hell is suggested posts!? It is soooooo annoying!!! Instagram is getting worse by the day!!!!!!!! Switch these things back!!! Or atleast allow us to remove the sugge...Full ReviewI don't know what happened but instead of the Search option, there is only reels!!! The search button has been moved up!! And what the hell is suggested posts!? It is soooooo annoying!!! Instagram is getting worse by the day!!!!!!!! Switch these things back!!! Or atleast allow us to remove the suggested posts!!! This new update is TOTALLY RIDICULOUS!!!!!!",,
Instagram,284,Mohamad Rezaee,17-Sep-20,5,155," This app is a good place that we can write about ourselves, but we can not connect to other people from other countries easily because this app must be clever and distinguish our interests , then suggests people . Unfortunately this part is very weak. I have a lot of suggestions, but I think these o...Full ReviewThis app is a good place that we can write about ourselves, but we can not connect to other people from other countries easily because this app must be clever and distinguish our interests , then suggests people . Unfortunately this part is very weak. I have a lot of suggestions, but I think these offers may not be important for you . Best wishes for you .I only add that I love this more and more this app , every time I return to use it .M.K.Rezaee Hello, it is very better than before.",,
Instagram,285,Rob Kovac,12-Sep-20,4,81," Why is it that with the recent updates when I scroll down through people's posts, pick one to look at, then return to the posts, it then takes me back to the top of the list only to have to scroll down through endless pages again? Why does the app not return me to where I was last positioned in the ...Full ReviewWhy is it that with the recent updates when I scroll down through people's posts, pick one to look at, then return to the posts, it then takes me back to the top of the list only to have to scroll down through endless pages again? Why does the app not return me to where I was last positioned in the list like it used to?? Absolutely annoying and frustrating. Nice way to make the app worse than it already is.",,
Instagram,286,Zain Daniels,28-Sep-20,1,5, When I get notifications about friend requests with this new update I installed I can't see friend requests under the heart both on my J2 & Tab 3 Samsung. It's really getting frustrating with updates affecting things that work. If it's not one thing then it's another with every update. Instagram nee...Full ReviewWhen I get notifications about friend requests with this new update I installed I can't see friend requests under the heart both on my J2 & Tab 3 Samsung. It's really getting frustrating with updates affecting things that work. If it's not one thing then it's another with every update. Instagram needs to fix there bugs and system to stop affecting systems that are working.,,
Instagram,287,luke lucky,24-Sep-20,1,26, It constantly gets new bugs with every new update. Now with new update landscape button on IGTV doesn't work. After 7th update still no fix. What a lousy company 👎 And it's basically an ad app. With every 4 posts that you see there's an annoying app. Another data stealing garbage from facebook. Upd...Full ReviewIt constantly gets new bugs with every new update. Now with new update landscape button on IGTV doesn't work. After 7th update still no fix. What a lousy company 👎 And it's basically an ad app. With every 4 posts that you see there's an annoying app. Another data stealing garbage from facebook. Update: new update brought a set of new bugs. Now story icons became annoyingly big. Dark mode is pitch black instead of dark grey. Rubbish,,
Instagram,288,Bob the Builder,14-Sep-20,1,2543," I was gonna give it five stars at first but now the app sucks. My dm's are super laggy and when I try to save a video I recorded with audio, the audio doesn't play. Also, if I try to change the gc name, it keeps messing up. Like, every time I try to delete the gc name, the bar goes back to the front...Full ReviewI was gonna give it five stars at first but now the app sucks. My dm's are super laggy and when I try to save a video I recorded with audio, the audio doesn't play. Also, if I try to change the gc name, it keeps messing up. Like, every time I try to delete the gc name, the bar goes back to the front. Its irritating and when I'm looking at stuff on my feed, it all of a sudden just starts showing me sponsors and ads. It interrupts what I'm looking at. Until you fix the problem, 1 star.",,
Instagram,289,Adrian Stopp,13-Sep-20,2,95," Every time I try uploading pictures from my Samsung phone and Google photos app, it's such a pain. I can't upload from Google photos to other than stories (maybe not insta's fault) and from Instagram I can't see my favourites from the picker. If I go to find my pictures under ""other..."" I can't sele...Full ReviewEvery time I try uploading pictures from my Samsung phone and Google photos app, it's such a pain. I can't upload from Google photos to other than stories (maybe not insta's fault) and from Instagram I can't see my favourites from the picker. If I go to find my pictures under ""other..."" I can't select more than one picture. Why do you make it so hard to upload pictures in cloud?",,
Instagram,290,Angela Rodriguez,9-Sep-20,2,2900," Instagram has been really glitchy lately. Some things don't work and if you try to post something you have to delete it or not post it because it won't work. I do a live video, get to the end to post it and it will not let me choose the option to post because it's not highlighted and it won't accept...Full ReviewInstagram has been really glitchy lately. Some things don't work and if you try to post something you have to delete it or not post it because it won't work. I do a live video, get to the end to post it and it will not let me choose the option to post because it's not highlighted and it won't accept my title. It's gives a error message required like I have to put something else so I have to go back and it half way accepts it's. When I tried to edit post I was getting another error message.",,
Instagram,291,ChloeJayde,15-Sep-20,2,32," I can't see stories and whenever I post one it says I posted it 24 hours ago when I didn't!! It does the same thing with my posts, I posted one only 10 seconds ago and it says 24 hours ago! I've even uninstalled Instagram and reinstalled it and it's not working!!! Fix this please!! I've reported it ...Full ReviewI can't see stories and whenever I post one it says I posted it 24 hours ago when I didn't!! It does the same thing with my posts, I posted one only 10 seconds ago and it says 24 hours ago! I've even uninstalled Instagram and reinstalled it and it's not working!!! Fix this please!! I've reported it on Instagram for the last week and nothing's been fixed.",,
Instagram,292,Sunny Singh,14-Sep-20,1,101, I don't know why it is currently not showing me reels option. Recently I deleted my old accounts and got a new account. When I got into the new account many features are missings and I am not get reels option.My Instagram is up to date. I don't know why it's happening? Please fix it as soon as possi...Full ReviewI don't know why it is currently not showing me reels option. Recently I deleted my old accounts and got a new account. When I got into the new account many features are missings and I am not get reels option.My Instagram is up to date. I don't know why it's happening? Please fix it as soon as possible. Why these people are discriminating us. Giving reels option to only popular creator and influencer. Very bad. Worst service. Fix it ASAP.,,
Instagram,293,Jane Myer,14-Sep-20,1,118," I wanted to reinstall the app because some major bugs stopped me from viewing my messages, amongst other issues. However, when I tried to open the reinstalled app, it keeps on crashing and I subsequently can not get into my account! What a load of trash, this company has billions of dollars but can'...Full ReviewI wanted to reinstall the app because some major bugs stopped me from viewing my messages, amongst other issues. However, when I tried to open the reinstalled app, it keeps on crashing and I subsequently can not get into my account! What a load of trash, this company has billions of dollars but can't even maintain a simple social networking app. Embarrassing.",,
Instagram,294,Alex Deineka,13-Sep-20,1,148," Only bugs and missing features. When I open someone's profile, scroll down, open the photo and hit ""back"", it leads me all the way to the beginning. I am the only one among ppl I know who can't see the number of likes on posts. Instagram music is not available. Videos with music (literally any song)...Full ReviewOnly bugs and missing features. When I open someone's profile, scroll down, open the photo and hit ""back"", it leads me all the way to the beginning. I am the only one among ppl I know who can't see the number of likes on posts. Instagram music is not available. Videos with music (literally any song) are all being removed (can be posted in any other country tho), but when I reported a photo with a person killing an animal - ""the post complies with instagram guidelines"" is the answer from support",,
Instagram,295,Quinn Ivy,27-Sep-20,2,11," Hi Instagram I have some trouble for viewing/load my archived stories that is so precious to me. The videos and photos appear blank and won't load for so long. I've reinstalled the app, deleted data and cache, using/updated the latest version of Instagram, and rebooted my phone but nothing worked. I...Full ReviewHi Instagram I have some trouble for viewing/load my archived stories that is so precious to me. The videos and photos appear blank and won't load for so long. I've reinstalled the app, deleted data and cache, using/updated the latest version of Instagram, and rebooted my phone but nothing worked. I hope there's something you can do to fix this issue. Thanks.",,
Instagram,296,Dezzybooboo,16-Sep-20,1,128," For like at least 3 months or more has been saying I shared my password and I can no longer like or post stuff on Instagram, I am mad because I never did that and when I report the problem nothing is being done to fix it, it has been happening to many other people that know too so I know it's not ju...Full ReviewFor like at least 3 months or more has been saying I shared my password and I can no longer like or post stuff on Instagram, I am mad because I never did that and when I report the problem nothing is being done to fix it, it has been happening to many other people that know too so I know it's not just a me problem, please if this is a bug or something, do something about it because it is very frustrating, I like Instagram but this is the only thing I am against about it.",,
Instagram,297,christian garcia,14-Sep-20,2,254, I think this app is really good for sharing and capturing moments and staying in touch with family and friends. One problem I have with this is that when I take a picture which has good quality and then post it its changes. The quality drops and that's really annoying. Also most the time I'm trying ...Full ReviewI think this app is really good for sharing and capturing moments and staying in touch with family and friends. One problem I have with this is that when I take a picture which has good quality and then post it its changes. The quality drops and that's really annoying. Also most the time I'm trying to post a picture and it wont fit when I trying t0 upload. Please fix this.,,
Instagram,298,Sophie Coe,17-Sep-20,1,366," I've had Instagram for several years now, but as of the last few months I've had several issues, such as Instagram blocking me from liking stuff for absolutely no reason what so ever. Refusing to load feed despite having full Internet bars, additionally the app keeps crashing for no reason. And the ...Full ReviewI've had Instagram for several years now, but as of the last few months I've had several issues, such as Instagram blocking me from liking stuff for absolutely no reason what so ever. Refusing to load feed despite having full Internet bars, additionally the app keeps crashing for no reason. And the new algorithm makes no sense at all, and I am seeing less and less of the posts that I follow and more adverts. I hope this can be fixed in the next update",,
Instagram,299,Emily Holliday,15-Sep-20,2,25," Okay, so I use it all the time. However, I am no longer receiving posts chronologically on my time line, so I am missing out on events advertised on Instagram, such as university societies, or updates on small businesss' one time sale listings, or competition advertisements which could impact my pro...Full ReviewOkay, so I use it all the time. However, I am no longer receiving posts chronologically on my time line, so I am missing out on events advertised on Instagram, such as university societies, or updates on small businesss' one time sale listings, or competition advertisements which could impact my professional and personal life. I'm missing out on a lot of content and the posts shown to me are just not a reflection of pages I chose to follow. I only really watch stories now. �",,
Instagram,300,Vanessa Velez,17-Sep-20,1,70," Dont know what is going on with insta lately but it is riddled with issues... each new update it seems to get worse... posts take multiple attempts to load... and every time it leaves the error and all attempts at the top of the feed. If u load a video with no sound it still has the sound on. If it ...Full ReviewDont know what is going on with insta lately but it is riddled with issues... each new update it seems to get worse... posts take multiple attempts to load... and every time it leaves the error and all attempts at the top of the feed. If u load a video with no sound it still has the sound on. If it is struggling loading, it doesn't tell you, you just keep having to come back to insta and wait until it either shows up or doesnt. Deleted messages keep showing up. Comments wont load.",,
Instagram,301,Christine D.,18-Sep-20,2,2085," Why does creating and sharing a story keep getting harder and more complicated?? The options that used to reside below the record button are gone. Other features gone. No info on the update. And, I have had to mute almost every account with more than 100 followers just so I can see my actual friends...Full ReviewWhy does creating and sharing a story keep getting harder and more complicated?? The options that used to reside below the record button are gone. Other features gone. No info on the update. And, I have had to mute almost every account with more than 100 followers just so I can see my actual friends and family! What is going on? FB ruins everything.",,
Instagram,302,Cady Wilson,18-Sep-20,3,78," I like this app. I understand money needs to be made somewhere. But I don't care about ""suggested"" posts. I follow who I want and that's all I care to see. It was fine when who I followed ended, and then I saw suggested. But now it's interspersed and I can't tell where what I actually want to see en...Full ReviewI like this app. I understand money needs to be made somewhere. But I don't care about ""suggested"" posts. I follow who I want and that's all I care to see. It was fine when who I followed ended, and then I saw suggested. But now it's interspersed and I can't tell where what I actually want to see ends. I know you're a Facebook company. But you were doing so well not being as terrible as Facebook.",,
Instagram,303,Margaret Schafer,17-Sep-20,3,2324," Will change/remove review if the issue is fixed, but my navigation buttons on the bottom of the phone screen are suddenly getting in the way of in-app navigation. Never had this issue before a few days ago. It's preventing me from easily doing things like leaving a comment, because I can't tap the t...Full ReviewWill change/remove review if the issue is fixed, but my navigation buttons on the bottom of the phone screen are suddenly getting in the way of in-app navigation. Never had this issue before a few days ago. It's preventing me from easily doing things like leaving a comment, because I can't tap the text box at the bottom of the screen. It's also covering the bottom of insta stories, meaning I can't always read what's been written. Please fix this issue!!!!",,
Instagram,304,Jude E.,17-Sep-20,3,2," I use this daily to talk with my friends, and look at posts, very well made app. Only issue is thr downgrade of image quality sometimes when posting a story or post. Also if possible, it would be better if they used the same recording algorithm that snapchat used because it is alot more fluid and sm...Full ReviewI use this daily to talk with my friends, and look at posts, very well made app. Only issue is thr downgrade of image quality sometimes when posting a story or post. Also if possible, it would be better if they used the same recording algorithm that snapchat used because it is alot more fluid and smooth on that app.",,
Instagram,305,U J,24-Sep-20,4,77," This app is really great but right now I'm facing a problem . Every time I try to follow someone I gets a message from Instagram saying""we limit how often you can do certain things on Instagram......"" Like this, please fix this , I really appreciate if you take care of it as soon as possible . ""Will...Full ReviewThis app is really great but right now I'm facing a problem . Every time I try to follow someone I gets a message from Instagram saying""we limit how often you can do certain things on Instagram......"" Like this, please fix this , I really appreciate if you take care of it as soon as possible . ""Williambradleypitt296"" is my insta account",,
Instagram,306,Rangka Ng.,22-Sep-20,3,0," It should have chat heads like facebook's messenger... Whenever I am watching a video Or something.. I have to switch apps and it takes lots of time.. And also.. One friend sent me message, i thought it would b e something imp. But.. When I saw it ""OK"".. This word only.. And for this one word I have...Full ReviewIt should have chat heads like facebook's messenger... Whenever I am watching a video Or something.. I have to switch apps and it takes lots of time.. And also.. One friend sent me message, i thought it would b e something imp. But.. When I saw it ""OK"".. This word only.. And for this one word I have to change apps.. So plz make something in insta so that messages can be replied easily.. �",,
Instagram,307,simone,28-Sep-20,1,156," I have dark mode switched on and there are so many problems. Sometimes the text switches to black and it's too dark to read anything and restarting the app doesn't do anything. Also sometimes the column on the bottom with the home and profile icons turn white like it's in light mode. Another thing I...Full ReviewI have dark mode switched on and there are so many problems. Sometimes the text switches to black and it's too dark to read anything and restarting the app doesn't do anything. Also sometimes the column on the bottom with the home and profile icons turn white like it's in light mode. Another thing I'd like to mention is that you get shadow banned for absolutely no reason and my main account has been banned for almost a week now for, again, absolutely no reason.",,
Instagram,308,Merrick Briggs,22-Sep-20,2,353," Has been my favorite app to use for years now, but as of recent since the new update I have been faced with alotttt of issues. The dms are not working, going from one page to the next is nearly impossible without closing the app. I have to uninstall and reinstall it multiple times a day to keep thin...Full ReviewHas been my favorite app to use for years now, but as of recent since the new update I have been faced with alotttt of issues. The dms are not working, going from one page to the next is nearly impossible without closing the app. I have to uninstall and reinstall it multiple times a day to keep things running and decent. I don't know what it is with this new update but please figure it out.",,
Instagram,309,Kaylee Riley,25-Sep-20,2,72," I don't like this app anymore. There are to many inconveniences when using it, such as: whenever i'm just scrolling through instagram it freezes and i would have to close the app and reopen it, another thing is that sometimes when i'm viewing stories instagram has the audacity to stick and again i'm...Full ReviewI don't like this app anymore. There are to many inconveniences when using it, such as: whenever i'm just scrolling through instagram it freezes and i would have to close the app and reopen it, another thing is that sometimes when i'm viewing stories instagram has the audacity to stick and again i'm having the cause to close the whole app. Now don't get me wrong, I use to love Instagram but now it's just becoming such an annoyance with all these problems. I kindly ask that this is checked out.",,
Instagram,310,Henriette Enge,27-Sep-20,1,49, I hate that 50% is just random posts and ads and not actually people I follow and I really miss the old days when everything was chronological and not random. I want to see what my friends post and I just wish I could turn the random order off. It's stupid that it's now controlled by algorithms so i...Full ReviewI hate that 50% is just random posts and ads and not actually people I follow and I really miss the old days when everything was chronological and not random. I want to see what my friends post and I just wish I could turn the random order off. It's stupid that it's now controlled by algorithms so if friends don't post as often I won't see it when they post because of the order of things...,,
Instagram,311,Brooke Devol,25-Sep-20,1,101," Back in the good old days, Instagram had NO ADS (really!). Ah, those were simpler times, good times. But things changed. Then they made the 'View Older Posts' update, with suggestions to follow strangers' IG accounts. This was unsettling to me, to say the least. But now... this feature that forces m...Full ReviewBack in the good old days, Instagram had NO ADS (really!). Ah, those were simpler times, good times. But things changed. Then they made the 'View Older Posts' update, with suggestions to follow strangers' IG accounts. This was unsettling to me, to say the least. But now... this feature that forces me to scroll through strangers' posts? This is too much. I just want to see posts from my own friends! I'd be happy to change my rating if IG removes this newest truly awful feature. #yourmoveInstagram",,
Instagram,312,nourmar5 lover,26-Sep-20,4,36," Nice app, but there is some stuff need to be changed, like the mention, every 3 hours the story that i'm mentioned in it disappear, and the hacking stuff it's so annoying + the music in story, i can't add music to my stories ""they say it's not available in my country"" and i can't listen to the music...Full ReviewNice app, but there is some stuff need to be changed, like the mention, every 3 hours the story that i'm mentioned in it disappear, and the hacking stuff it's so annoying + the music in story, i can't add music to my stories ""they say it's not available in my country"" and i can't listen to the music in the other's story, fix these things and the instagram will be much better❤",,
Instagram,313,Dat Chanel Company,25-Sep-20,3,89," New update is horrid, I spend most of time on the explore page and it's imo harder to get to. It seems that its original location has been replaced by a Reels page which is not an upgrade. Adding on, I don't shop on the app, so the new addition of the shop page is useless to me. Overall the new form...Full ReviewNew update is horrid, I spend most of time on the explore page and it's imo harder to get to. It seems that its original location has been replaced by a Reels page which is not an upgrade. Adding on, I don't shop on the app, so the new addition of the shop page is useless to me. Overall the new format is not as user friendly especially for people who don't enjoy reels or shopping in the app.",,
Instagram,314,Kevin Wimberly,24-Sep-20,4,69," The app is great, amd works very well. For whatever reason FB has taken a political initiative to force the app to remind me to register to vote just about every time I use it, without an option to turn it off. I registered to vote... 28 years ago... Recommend a setting to turn that garbage off, I u...Full ReviewThe app is great, amd works very well. For whatever reason FB has taken a political initiative to force the app to remind me to register to vote just about every time I use it, without an option to turn it off. I registered to vote... 28 years ago... Recommend a setting to turn that garbage off, I use your app for art, not as a digital nagging mother.",,
Instagram,315,NANDINi SHARMA,28-Sep-20,3,1, I am updating this on from day 1 but the new features are not appearing in my account. This is happening after you launch the reels feature in the app. Why is this happening with me only? I'm not getting it. When I opens my friends account in my device all the updated new features are appearing but ...Full ReviewI am updating this on from day 1 but the new features are not appearing in my account. This is happening after you launch the reels feature in the app. Why is this happening with me only? I'm not getting it. When I opens my friends account in my device all the updated new features are appearing but in my account it is not appearing. When I open my account in another device then also the features are not appearing. Hope you will look after this.,,
Instagram,316,TJPenn,29-Sep-20,1,502," This app is constantly breaking or going down. It's very rare if a month can go by without something else going wrong. It's genuinely how such a giant company can be so faulty. The latest issue I'm having, is that I've been blocked from liking any posts and unfollowing accounts. Every time I try I g...Full ReviewThis app is constantly breaking or going down. It's very rare if a month can go by without something else going wrong. It's genuinely how such a giant company can be so faulty. The latest issue I'm having, is that I've been blocked from liking any posts and unfollowing accounts. Every time I try I get a popup telling me that I've been 'restricted to protect the community'... What? There's no indication of the duration of my ban and the option to contest the it does absolutely nothing. Shocking.",,
Instagram,317,Yaswanth S V,26-Sep-20,1,59," Lot of ads, algorithm itself is designed in such a way that they want you to spend and boost your post. It's too cluttered and just becoming like Facebook where you only see ads, videos... Instagram was a neat platform ad free, just concentrate on the image and a bit of video. But you have igtv , re...Full ReviewLot of ads, algorithm itself is designed in such a way that they want you to spend and boost your post. It's too cluttered and just becoming like Facebook where you only see ads, videos... Instagram was a neat platform ad free, just concentrate on the image and a bit of video. But you have igtv , reels which are making this platform take a different direction. Hope they fix it soon before it dives down. Losing users",,
Instagram,318,Cymbaline Briggs,28-Sep-20,3,55," Usually a good app, a time waster, something for me to use to share fun stuff with friends. But the moment I started getting unwanted messages-some containing innapropriate photos of someone I knew,their support system SUCKS. Cant email them,their direct reporting system is limited and they essentia...Full ReviewUsually a good app, a time waster, something for me to use to share fun stuff with friends. But the moment I started getting unwanted messages-some containing innapropriate photos of someone I knew,their support system SUCKS. Cant email them,their direct reporting system is limited and they essentially will just ignore you. Why do they even have the feature if you can't use it. Insta should step it up,especially with that leak of unsecured data in August and that big information leak in 2019?",,
Instagram,319,LittleRabbito musicNgaming,29-Sep-20,3,1053," I've got a huge problem. It's been a day my Instagram is not working everytime I open it, it shows couldn't refresh feed.. Nothing opens even though I have a fast internet. All of my 5accounts disappeared I can't find anything Instagram is blank here rn... It was all going fine before this problem o...Full ReviewI've got a huge problem. It's been a day my Instagram is not working everytime I open it, it shows couldn't refresh feed.. Nothing opens even though I have a fast internet. All of my 5accounts disappeared I can't find anything Instagram is blank here rn... It was all going fine before this problem occured yesterday I held patience thinking it would be over soon but noo. I need help for this problem.",,
Instagram,320,Riya Bharati,30-Sep-20,1,3, Why there is no music option in my Instagram story?? I already installed and install again and again and there is so many others function missing in my Instagram??? Like there is no add to story option for the other any public or private post......Can you please fix this??????,,
Instagram,321,Dani Mays,29-Sep-20,5,101," It's cool but you'll get a string of sponsored ads. One every once in a while is completely okay, or even every few posts but Like I had 4 in a row yesterday, fine. Then about 5 minutes ago I had 8 in a row...okay. a bit much but I can just scroll. I just had, and I counted 3 times to check, 21 spon...Full ReviewIt's cool but you'll get a string of sponsored ads. One every once in a while is completely okay, or even every few posts but Like I had 4 in a row yesterday, fine. Then about 5 minutes ago I had 8 in a row...okay. a bit much but I can just scroll. I just had, and I counted 3 times to check, 21 sponsored ads in a row. Like it's not anything besides just skip them but idk don't ya think 21 is a bit.... excessive???",,
Instagram,322,Toki,30-Sep-20,4,14," Hey Instagram, would be great if you made an option to delete a single or few photos from an Instagram album in the ""edit post"" option rather than having to delete the whole post and re-posting the photos you want. It would also be great if you made the option to swap the ordering of the photos so y...Full ReviewHey Instagram, would be great if you made an option to delete a single or few photos from an Instagram album in the ""edit post"" option rather than having to delete the whole post and re-posting the photos you want. It would also be great if you made the option to swap the ordering of the photos so you can change which photos appear on your profile and such :) Otherwise, nice app!",,
